Week,This Week's Gross,Last Week's Gross,Diff $,Potential Gross,Gross % of Potential,Average Ticket,Top Ticket,Seats,Total,Per,This Week %,Last Week %,Diff %
,,,,,,,,Sold,Seats,,,,
03/03/2013,"$1,544,023 ","$1,657,584 ","($113,561)",$1 ,154402300.00%,$106.72 ,$300.00 ,"14,468","14,472",8,100%,95.90%,4.10%
03/10/2013,"$1,663,310 ","$1,544,023 ","$119,287 ",$1 ,166331000.00%,$116.07 ,$300.00 ,"14,330","14,472",8,99%,100%,-1%
03/17/2013,"$1,950,727 ","$1,663,310 ","$287,417 ",$1 ,195072700.00%,$135.38 ,$300.00 ,"14,409","14,472",8,99.60%,99%,0.60%
03/24/2013,"$1,940,002 ","$1,950,727 ","($10,725)",$1 ,194000200.00%,$137.00 ,$300.00 ,"14,161","14,472",8,97.90%,99.60%,-1.70%
03/31/2013,"$2,633,547 ","$1,940,002 ","$693,545 ",$1 ,263354700.00%,$161.76 ,$300.00 ,"16,281","16,281",9,100%,97.90%,2.10%
04/07/2013,"$2,257,034 ","$2,633,547 ","($376,513)",$1 ,225703400.00%,$157.94 ,$300.00 ,"14,290","14,472",8,98.70%,100%,-1.30%
04/14/2013,"$1,749,291 ","$2,257,034 ","($507,743)",$1 ,174929100.00%,$124.15 ,$300.00 ,"14,090","14,472",8,97.40%,98.70%,-1.30%
04/21/2013,"$1,810,911 ","$1,749,291 ","$61,620 ",$1 ,181091100.00%,$125.98 ,$300.00 ,"14,375","14,472",8,99.30%,97.40%,1.90%
04/28/2013,"$1,735,066 ","$1,810,911 ","($75,845)",$1 ,173506600.00%,$123.20 ,$300.00 ,"14,083","14,472",8,97.30%,99.30%,-2%
05/05/2013,"$1,651,541 ","$1,735,066 ","($83,525)",$1 ,165154100.00%,$121.54 ,$300.00 ,"13,589","14,472",8,93.90%,97.30%,-3.40%
05/12/2013,"$1,697,007 ","$1,651,541 ","$45,466 ",$1 ,169700700.00%,$121.50 ,$300.00 ,"13,967","14,472",8,96.50%,93.90%,2.60%
05/19/2013,"$1,748,141 ","$1,697,007 ","$51,134 ",$1 ,174814100.00%,$125.94 ,$300.00 ,"13,881","14,472",8,95.90%,96.50%,-0.60%
05/26/2013,"$1,858,318 ","$1,748,141 ","$110,177 ",$1 ,185831800.00%,$128.78 ,$300.00 ,"14,430","14,472",8,99.70%,95.90%,3.80%
06/02/2013,"$1,776,282 ","$1,858,318 ","($82,036)",$1 ,177628200.00%,$127.36 ,$300.00 ,"13,947","14,472",8,96.40%,99.70%,-3.30%
06/09/2013,"$1,770,507 ","$1,776,282 ","($5,775)",$1 ,177050700.00%,$135.83 ,$300.00 ,"13,035","14,472",8,90.10%,96.40%,-6.30%
06/16/2013,"$1,849,045 ","$1,770,507 ","$78,538 ",$1 ,184904500.00%,$138.63 ,$300.00 ,"13,338","14,472",8,92.20%,90.10%,2.10%
06/23/2013,"$2,041,391 ","$1,849,045 ","$192,346 ",$1 ,204139100.00%,$135.25 ,$300.00 ,"15,093","16,281",9,92.70%,92.20%,0.50%
06/30/2013,"$1,985,154 ","$2,041,391 ","($56,237)",$1 ,198515400.00%,$142.47 ,$300.00 ,"13,934","14,472",8,96.30%,92.70%,3.60%
07/07/2013,"$1,893,488 ","$1,985,154 ","($91,666)",$1 ,189348800.00%,$134.39 ,$300.00 ,"14,090","14,472",8,97.40%,96.30%,1.10%
07/14/2013,"$1,986,489 ","$1,893,488 ","$93,001 ",$1 ,198648900.00%,$132.39 ,$300.00 ,"15,005","16,281",9,92.20%,97.40%,-5.20%
07/21/2013,"$1,907,228 ","$1,986,489 ","($79,261)",$1 ,190722800.00%,$136.14 ,$300.00 ,"14,009","14,472",8,96.80%,92.20%,4.60%
07/28/2013,"$2,088,425 ","$1,907,228 ","$181,197 ",$1 ,208842500.00%,$133.33 ,$300.00 ,"15,664","16,281",9,96.20%,96.80%,-0.60%
08/04/2013,"$1,880,559 ","$2,088,425 ","($207,866)",$1 ,188055900.00%,$134.73 ,$300.00 ,"13,958","14,472",8,96.40%,96.20%,0.20%
08/11/2013,"$2,053,281 ","$1,880,559 ","$172,722 ",$1 ,205328100.00%,$131.50 ,$300.00 ,"15,614","16,281",9,95.90%,96.40%,-0.50%
08/18/2013,"$1,871,050 ","$2,053,281 ","($182,231)",$1 ,187105000.00%,$134.80 ,$300.00 ,"13,880","14,472",8,95.90%,95.90%,0%
08/25/2013,"$1,708,781 ","$1,871,050 ","($162,269)",$1 ,170878100.00%,$129.23 ,$300.00 ,"13,223","14,472",8,91.40%,95.90%,-4.50%
09/01/2013,"$1,692,789 ","$1,708,781 ","($15,992)",$1 ,169278900.00%,$128.54 ,$300.00 ,"13,169","14,472",8,91%,91.40%,-0.40%
09/08/2013,"$1,373,885 ","$1,692,789 ","($318,904)",$1 ,137388500.00%,$103.00 ,$300.00 ,"13,339","14,472",8,92.20%,91%,1.20%
09/15/2013,"$1,452,909 ","$1,373,885 ","$79,024 ",$1 ,145290900.00%,$103.82 ,$300.00 ,"13,995","14,472",8,96.70%,92.20%,4.50%
09/22/2013,"$1,471,059 ","$1,452,909 ","$18,150 ",$1 ,147105900.00%,$113.27 ,$300.00 ,"12,987","14,472",8,89.70%,96.70%,-7%
09/29/2013,"$1,467,774 ","$1,471,059 ","($3,285)",$1 ,146777400.00%,$113.58 ,$300.00 ,"12,923","14,472",8,89.30%,89.70%,-0.40%
10/06/2013,"$1,543,608 ","$1,467,774 ","$75,834 ",$1 ,154360800.00%,$115.82 ,$300.00 ,"13,328","14,472",8,92.10%,89.30%,2.80%
10/13/2013,"$1,874,654 ","$1,543,608 ","$331,046 ",$1 ,187465400.00%,$129.91 ,$300.00 ,"14,430","14,472",8,99.70%,92.10%,7.60%
10/20/2013,"$1,719,816 ","$1,874,654 ","($154,838)",$1 ,171981600.00%,$120.64 ,$300.00 ,"14,256","14,472",8,98.50%,99.70%,-1.20%
10/27/2013,"$1,693,555 ","$1,719,816 ","($26,261)",$1 ,169355500.00%,$118.28 ,$300.00 ,"14,318","14,472",8,98.90%,98.50%,0.40%
11/03/2013,"$1,736,957 ","$1,693,555 ","$43,402 ",$1 ,173695700.00%,$119.63 ,$300.00 ,"14,472","14,472",8,100%,98.90%,1.10%
11/10/2013,"$1,864,819 ","$1,736,957 ","$127,862 ",$1 ,186481900.00%,$122.89 ,$300.00 ,"15,175","15,184",8,99.90%,100%,-0.10%
11/17/2013,"$1,587,882 ","$1,864,819 ","($276,937)",$1 ,158788200.00%,$116.06 ,$300.00 ,"13,681","14,472",8,94.50%,99.90%,-5.40%
11/24/2013,"$1,632,849 ","$1,587,882 ","$44,967 ",$1 ,163284900.00%,$121.41 ,$300.00 ,"13,449","14,472",8,92.90%,94.50%,-1.60%
12/01/2013,"$2,625,327 ","$1,632,849 ","$992,478 ",$1 ,262532700.00%,$157.41 ,$300.00 ,"16,678","16,992",9,98.20%,92.90%,5.30%
12/08/2013,"$2,036,322 ","$2,625,327 ","($589,005)",$1 ,203632200.00%,$133.43 ,$300.00 ,"15,261","15,304",8,99.70%,98.20%,1.50%
12/15/2013,"$1,971,945 ","$2,036,322 ","($64,377)",$1 ,197194500.00%,$131.39 ,$300.00 ,"15,008","15,184",8,98.80%,99.70%,-0.90%
12/22/2013,"$2,153,098 ","$1,971,945 ","$181,153 ",$1 ,215309800.00%,$148.63 ,$300.00 ,"14,486","14,952",8,96.90%,98.80%,-1.90%
12/29/2013,"$3,201,333 ","$2,153,098 ","$1,048,235 ",$1 ,320133300.00%,$184.49 ,$300.00 ,"17,352","17,352",9,100%,96.90%,3.10%
01/05/2014,"$2,454,630 ","$3,201,333 ","($746,703)",$1 ,245463000.00%,$159.14 ,$300.00 ,"15,424","15,424",8,100%,100%,0%
01/12/2014,"$1,679,996 ","$2,454,630 ","($774,634)",$1 ,167999600.00%,$115.38 ,$300.00 ,"14,561","14,952",8,97.40%,100%,-2.60%
01/19/2014,"$1,749,967 ","$1,679,996 ","$69,971 ",$1 ,174996700.00%,$122.61 ,$300.00 ,"14,273","14,472",8,98.60%,97.40%,1.20%
01/26/2014,"$1,598,920 ","$1,749,967 ","($151,047)",$1 ,159892000.00%,$106.28 ,$300.00 ,"15,044","15,304",8,98.30%,98.60%,-0.30%
02/02/2014,"$1,403,247 ","$1,598,920 ","($195,673)",$1 ,140324700.00%,$101.61 ,$300.00 ,"13,810","14,472",8,95.40%,98.30%,-2.90%
02/09/2014,"$1,493,721 ","$1,403,247 ","$90,474 ",$1 ,149372100.00%,$106.76 ,$300.00 ,"13,992","14,472",8,96.70%,95.40%,1.30%
02/16/2014,"$1,803,846 ","$1,493,721 ","$310,125 ",$1 ,180384600.00%,$130.62 ,$300.00 ,"13,810","14,472",8,95.40%,96.70%,-1.30%
02/23/2014,"$1,765,925 ","$1,803,846 ","($37,921)",$1 ,176592500.00%,$116.63 ,$300.00 ,"15,141","15,184",8,99.70%,95.40%,4.30%
03/02/2014,"$1,539,830 ","$1,765,925 ","($226,095)",$1 ,153983000.00%,$101.06 ,$300.00 ,"15,237","15,424",8,98.80%,99.70%,-0.90%
03/09/2014,"$1,667,093 ","$1,539,830 ","$127,263 ",$1 ,166709300.00%,$112.78 ,$300.00 ,"14,782","15,184",8,97.40%,98.80%,-1.40%
03/16/2014,"$1,861,649 ","$1,667,093 ","$194,556 ",$1 ,186164900.00%,$126.76 ,$300.00 ,"14,686","15,064",8,97.50%,97.40%,0.10%
03/23/2014,"$1,874,352 ","$1,861,649 ","$12,703 ",$1 ,187435200.00%,$122.36 ,$300.00 ,"15,318","15,424",8,99.30%,97.50%,1.80%
03/30/2014,"$1,946,536 ","$1,874,352 ","$72,184 ",$1 ,194653600.00%,$126.21 ,$300.00 ,"15,423","15,424",8,100%,99.30%,0.70%
04/06/2014,"$1,806,067 ","$1,946,536 ","($140,469)",$1 ,180606700.00%,$121.20 ,$300.00 ,"14,901","15,184",8,98.10%,100%,-1.90%
04/13/2014,"$1,930,362 ","$1,806,067 ","$124,295 ",$1 ,193036200.00%,$126.37 ,$300.00 ,"15,275","15,424",8,99%,98.10%,0.90%
04/20/2014,"$2,769,554 ","$1,930,362 ","$839,192 ",$1 ,276955400.00%,$159.61 ,$300.00 ,"17,352","17,352",9,100%,99%,1%
04/27/2014,"$2,074,749 ","$2,769,554 ","($694,805)",$1 ,207474900.00%,$144.88 ,$300.00 ,"14,320","14,472",8,98.90%,100%,-1.10%
05/04/2014,"$1,732,110 ","$2,074,749 ","($342,639)",$1 ,173211000.00%,$116.17 ,$300.00 ,"14,910","15,304",8,97.40%,98.90%,-1.50%
05/11/2014,"$1,736,317 ","$1,732,110 ","$4,207 ",$1 ,173631700.00%,$118.03 ,$300.00 ,"14,711","15,184",8,96.90%,97.40%,-0.50%
05/18/2014,"$1,755,218 ","$1,736,317 ","$18,901 ",$1 ,175521800.00%,$116.73 ,$300.00 ,"15,036","15,424",8,97.50%,96.90%,0.60%
05/25/2014,"$1,881,975 ","$1,755,218 ","$126,757 ",$1 ,188197500.00%,$122.88 ,$300.00 ,"15,316","15,424",8,99.30%,97.50%,1.80%
06/01/2014,"$1,804,729 ","$1,881,975 ","($77,246)",$1 ,180472900.00%,$123.02 ,$300.00 ,"14,670","15,184",8,96.60%,99.30%,-2.70%
06/08/2014,"$1,924,272 ","$1,804,729 ","$119,543 ",$1 ,192427200.00%,$126.64 ,$300.00 ,"15,195","15,424",8,98.50%,96.60%,1.90%
06/15/2014,"$1,969,827 ","$1,924,272 ","$45,555 ",$1 ,196982700.00%,$128.99 ,$300.00 ,"15,271","15,424",8,99%,98.50%,0.50%
06/22/2014,"$2,027,347 ","$1,969,827 ","$57,520 ",$1 ,202734700.00%,$131.44 ,$300.00 ,"15,424","15,424",8,100%,99%,1%
06/29/2014,"$2,107,598 ","$2,027,347 ","$80,251 ",$1 ,210759800.00%,$137.27 ,$300.00 ,"15,354","15,424",8,99.50%,100%,-0.50%
07/06/2014,"$1,988,092 ","$2,107,598 ","($119,506)",$1 ,198809200.00%,$129.21 ,$300.00 ,"15,387","15,424",8,99.80%,99.50%,0.30%
07/13/2014,"$1,936,778 ","$1,988,092 ","($51,314)",$1 ,193677800.00%,$129.00 ,$300.00 ,"15,014","15,424",8,97.30%,99.80%,-2.50%
07/20/2014,"$1,966,367 ","$1,936,778 ","$29,589 ",$1 ,196636700.00%,$127.89 ,$300.00 ,"15,375","15,424",8,99.70%,97.30%,2.40%
07/27/2014,"$2,012,891 ","$1,966,367 ","$46,524 ",$1 ,201289100.00%,$130.51 ,$300.00 ,"15,423","15,424",8,100%,99.70%,0.30%
08/03/2014,"$2,181,109 ","$2,012,891 ","$168,218 ",$1 ,218110900.00%,$130.25 ,$300.00 ,"16,746","17,226",9,97.20%,100%,-2.80%
08/10/2014,"$2,059,477 ","$2,181,109 ","($121,632)",$1 ,205947700.00%,$133.73 ,$300.00 ,"15,400","15,424",8,99.80%,97.20%,2.60%
08/17/2014,"$2,026,702 ","$2,059,477 ","($32,775)",$1 ,202670200.00%,$128.51 ,$300.00 ,"15,771","16,758",9,94.10%,99.80%,-5.70%
08/24/2014,"$1,795,268 ","$2,026,702 ","($231,434)",$1 ,179526800.00%,$127.53 ,$300.00 ,"14,077","14,472",8,97.30%,94.10%,3.20%
08/31/2014,"$1,708,228 ","$1,795,268 ","($87,040)",$1 ,170822800.00%,$124.44 ,$300.00 ,"13,727","14,472",8,94.90%,97.30%,-2.40%
09/07/2014,"$1,340,668 ","$1,708,228 ","($367,560)",$1 ,134066800.00%,$99.26 ,$300.00 ,"13,507","14,472",8,93.30%,94.90%,-1.60%
09/14/2014,"$1,462,840 ","$1,340,668 ","$122,172 ",$1 ,146284000.00%,$101.93 ,$300.00 ,"14,352","14,472",8,99.20%,93.30%,5.90%
09/21/2014,"$1,356,354 ","$1,462,840 ","($106,486)",$1 ,135635400.00%,$106.85 ,$300.00 ,"12,694","14,472",8,87.70%,99.20%,-11.50%
09/28/2014,"$1,386,090 ","$1,356,354 ","$29,736 ",$1 ,138609000.00%,$107.26 ,$300.00 ,"12,923","14,472",8,89.30%,87.70%,1.60%
10/05/2014,"$1,406,222 ","$1,386,090 ","$20,132 ",$1 ,140622200.00%,$106.25 ,$300.00 ,"13,235","14,472",8,91.50%,89.30%,2.20%
10/12/2014,"$1,806,175 ","$1,406,222 ","$399,953 ",$1 ,180617500.00%,$122.74 ,$300.00 ,"14,715","15,304",8,96.20%,91.50%,4.70%
10/19/2014,"$1,680,849 ","$1,806,175 ","($125,326)",$1 ,168084900.00%,$116.40 ,$300.00 ,"14,440","14,472",8,99.80%,96.20%,3.60%
10/26/2014,"$1,489,079 ","$1,680,849 ","($191,770)",$1 ,148907900.00%,$112.32 ,$300.00 ,"13,258","14,472",8,91.60%,99.80%,-8.20%
11/02/2014,"$1,329,813 ","$1,489,079 ","($159,266)",$1 ,132981300.00%,$109.93 ,$300.00 ,"12,097","14,472",8,83.60%,91.60%,-8%
11/09/2014,"$1,621,169 ","$1,329,813 ","$291,356 ",$1 ,162116900.00%,$119.87 ,$300.00 ,"13,524","14,472",8,93.40%,83.60%,9.80%
11/16/2014,"$1,361,772 ","$1,621,169 ","($259,397)",$1 ,136177200.00%,$110.87 ,$300.00 ,"12,283","14,472",8,84.90%,93.40%,-8.50%
11/23/2014,"$1,452,509 ","$1,361,772 ","$90,737 ",$1 ,145250900.00%,$114.64 ,$300.00 ,"12,670","14,472",8,87.50%,84.90%,2.60%
11/30/2014,"$2,432,132 ","$1,452,509 ","$979,623 ",$1 ,243213200.00%,$154.77 ,$300.00 ,"15,714","16,281",9,96.50%,87.50%,9%
12/07/2014,"$1,814,918 ","$2,432,132 ","($617,214)",$1 ,181491800.00%,$130.06 ,$300.00 ,"13,954","14,472",8,96.40%,96.50%,-0.10%
12/14/2014,"$1,746,037 ","$1,814,918 ","($68,881)",$1 ,174603700.00%,$128.82 ,$300.00 ,"13,554","14,472",8,93.70%,96.40%,-2.70%
12/21/2014,"$1,986,719 ","$1,746,037 ","$240,682 ",$1 ,198671900.00%,$139.09 ,$300.00 ,"14,284","14,472",8,98.70%,93.70%,5%
12/28/2014,"$2,903,309 ","$1,986,719 ","$916,590 ",$1 ,290330900.00%,$178.59 ,$300.00 ,"16,257","16,281",9,99.90%,98.70%,1.20%
01/04/2015,"$2,740,642 ","$2,903,309 ","($162,667)",$1 ,274064200.00%,$177.93 ,$300.00 ,"15,403","15,424",8,99.90%,99.90%,0%
01/11/2015,"$1,593,224 ","$2,740,642 ","($1,147,418)",$1 ,159322400.00%,$117.23 ,$300.00 ,"13,591","14,472",8,93.90%,99.90%,-6%
01/18/2015,"$1,684,664 ","$1,593,224 ","$91,440 ",$1 ,168466400.00%,$117.73 ,$300.00 ,"14,310","14,472",8,98.90%,93.90%,5%
01/25/2015,"$1,500,725 ","$1,684,664 ","($183,939)",$1 ,150072500.00%,$105.42 ,$300.00 ,"14,236","14,472",8,98.40%,98.90%,-0.50%
02/01/2015,"$1,291,035 ","$1,500,725 ","($209,690)",$1 ,129103500.00%,$100.63 ,$300.00 ,"12,829","14,472",8,88.60%,98.40%,-9.80%
02/08/2015,"$1,262,017 ","$1,291,035 ","($29,018)",$1 ,126201700.00%,$102.89 ,$300.00 ,"12,266","14,472",8,84.80%,88.60%,-3.80%
02/15/2015,"$1,586,692 ","$1,262,017 ","$324,675 ",$1 ,158669200.00%,$126.10 ,$300.00 ,"12,583","14,472",8,86.90%,84.80%,2.10%
02/22/2015,"$1,646,631 ","$1,586,692 ","$59,939 ",$1 ,164663100.00%,$111.48 ,$300.00 ,"14,771","15,304",8,96.50%,86.90%,9.60%
03/01/2015,"$1,204,467 ","$1,646,631 ","($442,164)",$1 ,120446700.00%,$101.17 ,$300.00 ,"11,905","14,472",8,82.30%,96.50%,-14.20%
03/08/2015,"$1,352,213 ","$1,204,467 ","$147,746 ",$1 ,135221300.00%,$108.55 ,$300.00 ,"12,457","14,472",8,86.10%,82.30%,3.80%
03/15/2015,"$1,818,766 ","$1,352,213 ","$466,553 ",$1 ,181876600.00%,$121.06 ,$225.00 ,"15,024","15,408",8,97.50%,86.10%,11.40%
03/22/2015,"$1,855,247 ","$1,818,766 ","$36,481 ",$1 ,185524700.00%,$121.94 ,$225.00 ,"15,214","15,408",8,98.70%,97.50%,1.20%
03/29/2015,"$1,872,149 ","$1,855,247 ","$16,902 ",$1 ,187214900.00%,$128.19 ,$225.00 ,"14,604","15,408",8,94.80%,98.70%,-3.90%
04/05/2015,"$2,358,372 ","$1,872,149 ","$486,223 ",$1 ,235837200.00%,$148.73 ,$225.00 ,"15,857","17,334",9,91.50%,94.80%,-3.30%
04/12/2015,"$2,181,861 ","$2,358,372 ","($176,511)",$1 ,218186100.00%,$148.65 ,$225.00 ,"14,678","15,288",8,96%,91.50%,4.50%
04/19/2015,"$1,655,749 ","$2,181,861 ","($526,112)",$1 ,165574900.00%,$117.72 ,$225.00 ,"14,065","15,168",8,92.70%,96%,-3.30%
04/26/2015,"$1,741,459 ","$1,655,749 ","$85,710 ",$1 ,174145900.00%,$117.15 ,$225.00 ,"14,857","15,408",8,96.40%,92.70%,3.70%
05/03/2015,"$1,387,456 ","$1,741,459 ","($354,003)",$1 ,138745600.00%,$110.89 ,$225.00 ,"12,512","14,448",8,86.60%,96.40%,-9.80%
05/10/2015,"$1,469,322 ","$1,387,456 ","$81,866 ",$1 ,146932200.00%,$112.45 ,$225.00 ,"13,067","14,456",8,90.40%,86.60%,3.80%
05/17/2015,"$1,601,725 ","$1,469,322 ","$132,403 ",$1 ,160172500.00%,$114.74 ,$225.00 ,"13,959","14,456",8,96.60%,90.40%,6.20%
05/24/2015,"$1,776,153 ","$1,601,725 ","$174,428 ",$1 ,177615300.00%,$117.20 ,$240.00 ,"15,155","15,408",8,98.40%,96.60%,1.80%
05/31/2015,"$1,670,922 ","$1,776,153 ","($105,231)",$1 ,167092200.00%,$120.82 ,$240.00 ,"13,830","14,456",8,95.70%,98.40%,-2.70%
06/07/2015,"$1,737,141 ","$1,670,922 ","$66,219 ",$1 ,173714100.00%,$122.09 ,$240.00 ,"14,228","14,456",8,98.40%,95.70%,2.70%
06/14/2015,"$1,954,144 ","$1,737,141 ","$217,003 ",$1 ,195414400.00%,$127.46 ,$240.00 ,"15,332","15,408",8,99.50%,98.40%,1.10%
06/21/2015,"$1,947,674 ","$1,954,144 ","($6,470)",$1 ,194767400.00%,$127.04 ,$240.00 ,"15,331","15,408",8,99.50%,99.50%,0%
06/28/2015,"$2,047,143 ","$1,947,674 ","$99,469 ",$1 ,204714300.00%,$134.90 ,$240.00 ,"15,175","15,408",8,98.50%,99.50%,-1%
07/05/2015,"$1,864,235 ","$2,047,143 ","($182,908)",$1 ,186423500.00%,$126.54 ,$240.00 ,"14,732","15,288",8,96.40%,98.50%,-2.10%
07/12/2015,"$1,900,091 ","$1,864,235 ","$35,856 ",$1 ,190009100.00%,$129.00 ,$240.00 ,"14,729","15,288",8,96.30%,96.40%,-0.10%
07/19/2015,"$2,167,815 ","$1,900,091 ","$267,724 ",$1 ,216781500.00%,$128.92 ,$240.00 ,"16,815","17,217",9,97.70%,96.30%,1.40%
07/26/2015,"$2,002,632 ","$2,167,815 ","($165,183)",$1 ,200263200.00%,$131.74 ,$240.00 ,"15,201","15,408",8,98.70%,97.70%,1%
08/02/2015,"$2,118,401 ","$2,002,632 ","$115,769 ",$1 ,211840100.00%,$130.97 ,$240.00 ,"16,175","17,217",9,93.90%,98.70%,-4.80%
08/09/2015,"$1,980,056 ","$2,118,401 ","($138,345)",$1 ,198005600.00%,$131.38 ,$240.00 ,"15,071","15,408",8,97.80%,93.90%,3.90%
08/16/2015,"$1,913,037 ","$1,980,056 ","($67,019)",$1 ,191303700.00%,$128.87 ,$240.00 ,"14,845","15,288",8,97.10%,97.80%,-0.70%
08/23/2015,"$1,751,974 ","$1,913,037 ","($161,063)",$1 ,175197400.00%,$125.93 ,$240.00 ,"13,912","14,936",8,93.10%,97.10%,-4%
08/30/2015,"$1,492,152 ","$1,751,974 ","($259,822)",$1 ,149215200.00%,$120.98 ,$240.00 ,"12,334","14,456",8,85.30%,93.10%,-7.80%
09/06/2015,"$1,560,536 ","$1,492,152 ","$68,384 ",$1 ,156053600.00%,$120.78 ,$240.00 ,"12,920","14,456",8,89.40%,85.30%,4.10%
09/13/2015,"$1,472,236 ","$1,560,536 ","($88,300)",$1 ,147223600.00%,$101.05 ,$240.00 ,"14,570","15,408",8,94.60%,89.40%,5.20%
09/20/2015,"$1,570,535 ","$1,472,236 ","$98,299 ",$1 ,157053500.00%,$103.00 ,$240.00 ,"15,248","15,408",8,99%,94.60%,4.40%
09/27/2015,"$1,426,156 ","$1,570,535 ","($144,379)",$1 ,142615600.00%,$109.01 ,$240.00 ,"13,083","14,456",8,90.50%,99%,-8.50%
10/04/2015,"$1,454,570 ","$1,426,156 ","$28,414 ",$1 ,145457000.00%,$112.16 ,$240.00 ,"12,969","14,456",8,89.70%,90.50%,-0.80%
10/11/2015,"$1,765,268 ","$1,454,570 ","$310,698 ",$1 ,176526800.00%,$123.62 ,$240.00 ,"14,280","14,456",8,98.80%,89.70%,9.10%
10/18/2015,"$1,720,707 ","$1,765,268 ","($44,561)",$1 ,172070700.00%,$117.65 ,$240.00 ,"14,626","15,168",8,96.40%,98.80%,-2.40%
10/25/2015,"$1,621,057 ","$1,720,707 ","($99,650)",$1 ,162105700.00%,$116.96 ,$240.00 ,"13,860","14,456",8,95.90%,96.40%,-0.50%
11/01/2015,"$1,346,650 ","$1,621,057 ","($274,407)",$1 ,134665000.00%,$109.24 ,$240.00 ,"12,327","14,456",8,85.30%,95.90%,-10.60%
11/08/2015,"$1,583,873 ","$1,346,650 ","$237,223 ",$1 ,158387300.00%,$116.98 ,$240.00 ,"13,540","14,456",8,93.70%,85.30%,8.40%
11/15/2015,"$1,646,787 ","$1,583,873 ","$62,914 ",$1 ,164678700.00%,$115.06 ,$240.00 ,"14,312","14,456",8,99%,93.70%,5.30%
11/22/2015,"$1,508,157 ","$1,646,787 ","($138,630)",$1 ,150815700.00%,$116.63 ,$240.00 ,"12,931","14,456",8,89.50%,99%,-9.50%
11/29/2015,"$2,290,873 ","$1,508,157 ","$782,716 ",$1 ,229087300.00%,$151.72 ,$240.00 ,"15,099","16,263",9,92.80%,89.50%,3.30%
12/06/2015,"$1,683,339 ","$2,290,873 ","($607,534)",$1 ,168333900.00%,$124.29 ,$240.00 ,"13,544","14,456",8,93.70%,92.80%,0.90%
12/13/2015,"$1,732,290 ","$1,683,339 ","$48,951 ",$1 ,173229000.00%,$124.38 ,$240.00 ,"13,927","14,456",8,96.30%,93.70%,2.60%
12/20/2015,"$1,903,218 ","$1,732,290 ","$170,928 ",$1 ,190321800.00%,$134.06 ,$240.00 ,"14,197","14,456",8,98.20%,96.30%,1.90%
12/27/2015,"$2,400,920 ","$1,903,218 ","$497,702 ",$1 ,240092000.00%,$162.25 ,$240.00 ,"14,798","14,936",8,99.10%,98.20%,0.90%
01/03/2016,"$2,940,096 ","$2,400,920 ","$539,176 ",$1 ,294009600.00%,$171.74 ,$240.00 ,"17,119","17,334",9,98.80%,99.10%,-0.30%
01/10/2016,"$1,552,322 ","$2,940,096 ","($1,387,774)",$1 ,155232200.00%,$118.29 ,$240.00 ,"13,123","14,456",8,90.80%,98.80%,-8%
01/17/2016,"$1,590,318 ","$1,552,322 ","$37,996 ",$1 ,159031800.00%,$118.40 ,$240.00 ,"13,432","14,456",8,92.90%,90.80%,2.10%
01/24/2016,"$983,150 ","$1,590,318 ","($607,168)",$1 ,98315000.00%,$94.76 ,$240.00 ,"10,375","10,842",6,95.70%,92.90%,2.80%
01/31/2016,"$1,469,622 ","$983,150 ","$486,472 ",$1 ,146962200.00%,$101.77 ,$240.00 ,"14,440","14,456",8,99.90%,95.70%,4.20%
02/07/2016,"$1,429,696 ","$1,469,622 ","($39,926)",$1 ,142969600.00%,$98.21 ,$240.00 ,"14,557","14,936",8,97.50%,99.90%,-2.40%
02/14/2016,"$1,695,453 ","$1,429,696 ","$265,757 ",$1 ,169545300.00%,$120.59 ,$240.00 ,"14,060","14,456",8,97.30%,97.50%,-0.20%
02/21/2016,"$1,747,324 ","$1,695,453 ","$51,871 ",$1 ,174732400.00%,$117.76 ,$240.00 ,"14,838","14,936",8,99.30%,97.30%,2%
02/28/2016,"$1,295,960 ","$1,747,324 ","($451,364)",$1 ,129596000.00%,$107.50 ,$240.00 ,"12,055","14,456",8,83.40%,99.30%,-15.90%
03/06/2016,"$1,337,007 ","$1,295,960 ","$41,047 ",$1 ,133700700.00%,$108.98 ,$240.00 ,"12,268","14,456",8,84.90%,83.40%,1.50%
03/13/2016,"$1,662,470 ","$1,337,007 ","$325,463 ",$1 ,166247000.00%,$117.88 ,$240.00 ,"14,103","14,456",8,97.60%,84.90%,12.70%
03/20/2016,"$1,934,807 ","$1,662,470 ","$272,337 ",$1 ,193480700.00%,$127.07 ,$240.00 ,"15,226","15,408",8,98.80%,97.60%,1.20%
03/27/2016,"$2,532,613 ","$1,934,807 ","$597,806 ",$1 ,253261300.00%,$149.50 ,$240.00 ,"16,940","17,334",9,97.70%,98.80%,-1.10%
04/03/2016,"$2,215,826 ","$2,532,613 ","($316,787)",$1 ,221582600.00%,$147.54 ,$240.00 ,"15,018","15,408",8,97.50%,97.70%,-0.20%
04/10/2016,"$1,676,579 ","$2,215,826 ","($539,247)",$1 ,167657900.00%,$118.54 ,$240.00 ,"14,143","14,456",8,97.80%,97.50%,0.30%
04/17/2016,"$1,612,361 ","$1,676,579 ","($64,218)",$1 ,161236100.00%,$118.23 ,$240.00 ,"13,637","14,456",8,94.30%,97.80%,-3.50%
